,Vocab,Syllables
4037,blow,1.0
4038,hospital,3.0
4039,weary,2.0
4040,bitterly,3.0
4041,summer,2.0
4042,river,2.0
4043,risen,2.0
4044,by,1.0
4045,lightening,3.0
4046,Heavy,2.0
4047,it,1.0
4048,sleep,1.0
4049,jogging,2.0
4050,duvet,2.0
4051,post,1.0
4052,center,2.0
4053,snow,1.0
4054,hike,1.0
4055,gasps,1.0
4056,overcast,3.0
4057,garden,2.0
4058,candlelit,3.0
4059,dew,1.0
4060,mummy,2.0
4061,picture,2.0
4062,unconcerned,3.0
4063,change,1.0
4064,those,1.0
4065,sport,1.0
4066,rebuilds,2.0
4067,freshly,2.0
4068,poker,2.0
4069,wine,1.0
4070,sleepless,2.0
4071,words,1.0
4072,seashell,2.0
4073,teen,1.0
4074,bruise,1.0
4075,enters,2.0
4076,flakes,1.0
4077,hotspot,2.0
4078,cardiologist,5.0
4079,frog,1.0
4080,Building,2.0
4081,buddha's,
4082,receptionist's,
4083,she,1.0
4084,whiteouts,2.0
4085,twig,1.0
4086,blond,1.0
4087,clips,1.0
4088,stars,1.0
4089,paid,1.0
4090,names,1.0
4091,sunset,2.0
4092,windowless,3.0
4093,dreams,1.0
4094,manhole,2.0
4095,kestrel's,
4096,weeds,1.0
4097,kick,1.0
4098,shovels,2.0
4099,farmhouse,2.0
4100,sunlit,2.0
4101,banished,2.0
4102,spit,1.0
4103,bucket,2.0
4104,what's,1.0
4105,whiff,1.0
4106,lettuce,2.0
4107,alphabet,3.0
4108,kinfolk,2.0
4109,acorn,2.0
4110,fogs,1.0
4111,tiny,2.0
4112,anyhow,3.0
4113,something,2.0
4114,Dear,1.0
4115,fiery,2.0
4116,Earth,1.0
4117,grins,1.0
4118,kill,1.0
4119,unknowns,2.0
4120,wall,1.0
4121,match,1.0
4122,best,1.0
4123,Now,1.0
4124,telemarketer,5.0
4125,california,4.0
4126,placing,2.0
4127,just,1.0
4128,shower,2.0
4129,unattended,4.0
4130,teeth,1.0
4131,maze,1.0
4132,truck,1.0
4133,health,1.0
4134,bluebottles,2.0
4135,ticking,2.0
4136,rides,1.0
4137,pierces,2.0
4138,sign,1.0
4139,january,4.0
4140,these,1.0
4141,table,2.0
4142,zigzag,2.0
4143,fishing,2.0
4144,shallows,2.0
4145,crew,1.0
4146,georgia,2.0
4147,Federal,3.0
4148,cockroaches,3.0
4149,newest,2.0
4150,blazing,2.0
4151,brush,1.0
4152,paints,1.0
4153,says,1.0
4154,men,1.0
4155,ambulance,3.0
4156,tunes,1.0
4157,airborne,2.0
4158,bulbul's,
4159,form,1.0
4160,mowers,2.0
4161,niece,1.0
4162,meets,1.0
4163,conference,3.0
4164,welcome,2.0
4165,priest,1.0
4166,smoking,2.0
4167,barefoot,2.0
4168,grace,1.0
4169,shelf,1.0
4170,pilgrims,2.0
4171,liquor,2.0
4172,Afternoon,3.0
4173,spinach,2.0
4174,moonbeams,2.0
4175,trailing,2.0
4176,Harbor,2.0
4177,kitchen,2.0
4178,brittle,2.0
4179,brothels,2.0
4180,sumac,2.0
4181,year,1.0
4182,statue,2.0
4183,warning,2.0
4184,digested,3.0
4185,helps,1.0
4186,The,1.0
4187,bed,1.0
4188,thunder,2.0
4189,pay,1.0
4190,swelling,2.0
4191,Elm,1.0
4192,taken,2.0
4193,steamed,1.0
4194,what,1.0
4195,murals,2.0
4196,chooses,2.0
4197,mice,1.0
4198,lupine,2.0
4199,trombone,2.0
4200,grow,1.0
4201,crumbs,1.0
4202,yes,1.0
4203,domestic,3.0
4204,balloon,2.0
4205,ashes,2.0
4206,dry,1.0
4207,benches,2.0
4208,moose,1.0
4209,meadow,2.0
4210,pearled,1.0
4211,waves,1.0
4212,bride's,1.0
4213,moon,1.0
4214,nipple,2.0
4215,Home,1.0
4216,look,1.0
4217,festival,3.0
4218,smallest,2.0
4219,Santas,
4220,hometown,2.0
4221,Going,2.0
4222,lay,1.0
4223,directions,3.0
4224,fight,1.0
4225,nests,1.0
4226,circle,2.0
4227,want,1.0
4228,Orion,3.0
4229,boots,1.0
4230,undulation,4.0
4231,dirtier,3.0
4232,semi,2.0
4233,Somali,3.0
4234,Iraqi,3.0
4235,mornings,2.0
4236,pregnant,2.0
4237,Cool,1.0
4238,blue,1.0
4239,demi,2.0
4240,seem,1.0
4241,site,1.0
4242,stones,1.0
4243,grain,1.0
4244,wakes,1.0
4245,pine's,
4246,rock,1.0
4247,balloons,2.0
4248,mingling,2.0
4249,cinnamon,3.0
4250,tai,1.0
4251,scurries,2.0
4252,trout,1.0
4253,socks,1.0
4254,earthquake,2.0
4255,lowing,2.0
4256,snapping,2.0
4257,depth,1.0
4258,crescent,2.0
4259,obit,2.0
4260,whisky,2.0
4261,crowing,2.0
4262,cedar,2.0
4263,veiled,1.0
4264,count,1.0
4265,pane,1.0
4266,green,1.0
4267,aligns,2.0
4268,wooden,2.0
4269,tumble,2.0
4270,noon,1.0
4271,Sunday,2.0
4272,hammer,2.0
4273,lei,1.0
4274,Sixth,1.0
4275,sharp,1.0
4276,roaches,2.0
4277,peels,1.0
4278,tramways,2.0
4279,knickknacks,2.0
4280,skin,1.0
4281,diagnosis,4.0
4282,laser,2.0
4283,push,1.0
4284,collar,2.0
4285,swell,1.0
4286,horizon,3.0
4287,undone,2.0
4288,Veterans,3.0
4289,ex's,
4290,juice,1.0
4291,perfumes,2.0
4292,dirt,1.0
4293,pulse,1.0
4294,awakened,3.0
4295,minimalist,4.0
4296,grandpa's,2.0
4297,difference,3.0
4298,animal,3.0
4299,Above,2.0
4300,human,2.0
4301,oranges,3.0
4302,supper,2.0
4303,fingernails,3.0
4304,pads,1.0
4305,flag,1.0
4306,raspberries,3.0
4307,windy,2.0
4308,sensuous,3.0
4309,typing,2.0
4310,Hovering,3.0
4311,can't,1.0
4312,overseas,3.0
4313,pneumostome,3.0
4314,whistles,2.0
4315,stuffed,1.0
4316,film,1.0
4317,calmed,1.0
4318,seeing,2.0
4319,softens,2.0
4320,lover,2.0
4321,morning,2.0
4322,wish,1.0
4323,descend,2.0
4324,at,1.0
4325,autumn's,2.0
4326,uninsulated,5.0
4327,salmon,2.0
4328,croons,1.0
4329,fastening,3.0
4330,bluebirds,2.0
4331,offerings,3.0
4332,fullness,2.0
4333,Sikh,1.0
4334,should,1.0
4335,letterbox,3.0
4336,latest,2.0
4337,Clear,1.0
4338,guided,2.0
4339,delivered,3.0
4340,Hawthorn,2.0
4341,flow,1.0
4342,metallic,3.0
4343,who,1.0
4344,appalachian,5.0
4345,toads,1.0
4346,raindrop,2.0
4347,derelict,3.0
4348,hoar,1.0
4349,oak,1.0
4350,startled,2.0
4351,ribbons,2.0
4352,fly,1.0
4353,flutes,1.0
4354,worry,2.0
4355,thicket,2.0
4356,snowmen,2.0
4357,waddling,2.0
4358,rates,1.0
4359,requiem,3.0
4360,care,1.0
4361,breathes,1.0
4362,asylum,3.0
4363,blackout,2.0
4364,sprinkler,2.0
4365,downgraded,3.0
4366,listening,3.0
4367,snack,1.0
4368,leap,1.0
4369,photos,2.0
4370,papers,2.0
4371,expanding,3.0
4372,Mother's,2.0
4373,skyline,2.0
4374,bedsheet,2.0
4375,imitate,3.0
4376,contact,2.0
4377,point,1.0
4378,Not,1.0
4379,seagulls,2.0
4380,spills,1.0
4381,closed,1.0
4382,cortege,2.0
4383,visible,3.0
4384,scan,1.0
4385,red,1.0
4386,cancelled,2.0
4387,parent's,2.0
4388,cancer's,2.0
4389,inspiration,4.0
4390,wishing,2.0
4391,peeks,1.0
4392,scatters,2.0
4393,loons,1.0
4394,sunlight,2.0
4395,gentle,2.0
4396,let,1.0
4397,marker,2.0
4398,treetop,2.0
4399,lowered,2.0
4400,Seafood,2.0
4401,lilys,
4402,oolong,2.0
4403,where,1.0
4404,coffin,2.0
4405,sugar,2.0
4406,prying,2.0
4407,meditations,4.0
4408,Iowa,3.0
4409,bells,1.0
4410,primroses,3.0
4411,beetle's,1.0
4412,mom's,1.0
4413,bigger,2.0
4414,less,1.0
4415,buying,2.0
4416,tissue,2.0
4417,coated,2.0
4418,I've,1.0
4419,fulness,2.0
4420,gull,1.0
4421,cafe,2.0
4422,deer's,1.0
4423,palmyra,3.0
4424,noon,1.0
4425,unsaid,2.0
4426,fliers,2.0
4427,garage,2.0
4428,bankers,2.0
4429,time,1.0
4430,crystalline,3.0
4431,beans,1.0
4432,veins,1.0
4433,wrinkles,2.0
4434,elixir,3.0
4435,kitten,2.0
4436,tests,1.0
4437,umbrellas,3.0
4438,Oh,1.0
4439,eats,1.0
4440,butterflies,3.0
4441,fruit,1.0
4442,lazily,3.0
4443,bottoms,2.0
4444,names,1.0
4445,loved,1.0
4446,with,1.0
4447,tide,1.0
4448,retake,2.0
4449,apart,2.0
4450,hands,1.0
4451,daisy,2.0
4452,yoga,2.0
4453,moths,1.0
4454,koan,2.0
4455,mailbox,2.0
4456,shoots,1.0
4457,lamb,1.0
4458,ultramarine,4.0
4459,thrill,1.0
4460,service,2.0
4461,crest,1.0
4462,moonlight,2.0
4463,railway,2.0
4464,wildest,2.0
4465,scraps,1.0
4466,special,2.0
4467,skier's,
4468,dance,1.0
4469,glistens,2.0
4470,bye,1.0
4471,drips,1.0
4472,huddle,2.0
4473,kneels,1.0
4474,mind,1.0
4475,rivers,2.0
4476,hid,1.0
4477,lambs,1.0
4478,spray,1.0
4479,glares,1.0
4480,freedom,2.0
4481,tadpoles,2.0
4482,chasing,2.0
4483,firecrackers,3.0
4484,sauce,1.0
4485,greys,1.0
4486,Window,2.0
4487,splashing,2.0
4488,motorcycles,4.0
4489,soot,1.0
4490,dunes,1.0
4491,guard,1.0
4492,pious,2.0
4493,stopping,2.0
4494,magazines,3.0
4495,elk's,1.0
4496,quarantining,4.0
4497,moonless,2.0
4498,knits,1.0
4499,cracking,2.0
4500,snuffer,2.0
4501,spring's,1.0
4502,tangle,2.0
4503,behind,2.0
4504,rich,1.0
4505,days,1.0
4506,south,1.0
4507,harsh,1.0
4508,surgery,3.0
4509,heating,2.0
4510,overtime,3.0
4511,binoculars,4.0
4512,bunker,2.0
4513,fitful,2.0
4514,wax,1.0
4515,show,1.0
4516,making,2.0
4517,old,1.0
4518,tiring,2.0
4519,postcard,2.0
4520,thorns,1.0
4521,East,1.0
4522,buns,1.0
4523,along,2.0
4524,thrashing,2.0
4525,daffodil,3.0
4526,throws,1.0
4527,completely,3.0
4528,burka,2.0
4529,days,1.0
4530,scatter,2.0
4531,Coppertone,3.0
4532,maternity,4.0
4533,hunter's,2.0
4534,decorate,3.0
4535,storm,1.0
4536,tracks,1.0
4537,Station,2.0
4538,stint,1.0
4539,lots,1.0
4540,tango,2.0
4541,Bright,1.0
4542,pyre,1.0
4543,tense,1.0
4544,leave,1.0
4545,news,1.0
4546,Pomegranate,4.0
4547,ant,1.0
4548,thunder,2.0
4549,rice,1.0
4550,dozen,2.0
4551,wool,1.0
4552,brew,1.0
4553,different,3.0
4554,melted,2.0
4555,lee,1.0
4556,brings,1.0
4557,tumult,2.0
4558,walked,1.0
4559,crossroads,2.0
4560,rhubarb,2.0
4561,clams,1.0
4562,cluster,2.0
4563,yogurt,2.0
4564,tells,1.0
4565,starting,2.0
4566,needle,2.0
4567,jacaranda,4.0
4568,Kerry,2.0
4569,points,1.0
4570,jump,1.0
4571,ballerina,4.0
4572,alien,3.0
4573,contest,2.0
4574,Messiah,3.0
4575,tailgating,3.0
4576,sheltered,2.0
4577,flare,1.0
4578,near,1.0
4579,yellow,2.0
4580,highlights,2.0
4581,darker,2.0
4582,olive,2.0
4583,condor,2.0
4584,receding,3.0
4585,away,2.0
4586,revising,3.0
4587,fold,1.0
4588,Ashes,2.0
4589,quickens,2.0
4590,freeze,1.0
4591,emergency,4.0
4592,rare,1.0
4593,yard,1.0
4594,rainburst,2.0
4595,chinook,2.0
4596,stoplight,2.0
4597,grip,1.0
4598,heat,1.0
4599,pelting,2.0
4600,handel's,
4601,twin,1.0
4602,cheeks,1.0
4603,accent,2.0
4604,fine,1.0
4605,baseball,2.0
4606,sings,1.0
4607,dressed,1.0
4608,inches,2.0
4609,friend's,1.0
4610,Soft,1.0
4611,docks,1.0
4612,laurels,2.0
4613,billowing,3.0
4614,starless,2.0
4615,cubist,2.0
4616,disaster,3.0
4617,Sack,1.0
4618,unit,2.0
4619,celebrating,4.0
4620,Street,1.0
4621,lounge,1.0
4622,magnet,2.0
4623,invasive,3.0
4624,unexpected,4.0
4625,trick,1.0
4626,sparkle,2.0
4627,apricot,3.0
4628,hybrid,2.0
4629,u,1.0
4630,revision,3.0
4631,leans,1.0
4632,bulb,1.0
4633,belongings,3.0
4634,dropped,1.0
4635,replacing,3.0
4636,bugler,2.0
4637,support,2.0
4638,lingering,3.0
4639,kid,1.0
4640,inspect,2.0
4641,competing,3.0
4642,crack,1.0
4643,there,1.0
4644,phase,1.0
4645,distinctive,3.0
4646,sunspot,2.0
4647,loud,1.0
4648,hangs,1.0
4649,puts,1.0
4650,procession,3.0
4651,then,1.0
4652,oysters,2.0
4653,comforts,2.0
4654,tenth,1.0
4655,Only,2.0
4656,crawling,2.0
4657,milking,2.0
4658,herons,2.0
4659,Empty,2.0
4660,crickets,2.0
4661,it's,1.0
4662,graded,2.0
4663,beam,1.0
4664,snowstorm,2.0
4665,permanent,3.0
4666,suits,1.0
4667,heart,1.0
4668,spiderweb,3.0
4669,today,2.0
4670,grinding,2.0
4671,rests,1.0
4672,date,1.0
4673,realize,3.0
4674,bombs,1.0
4675,necks,1.0
4676,began,2.0
4677,latin,2.0
4678,quarrel,2.0
4679,lengthening,3.0
4680,wildfires,2.0
4681,Obama's,
4682,presses,2.0
4683,oystercatchers,4.0
4684,morning,2.0
4685,widow's,2.0
4686,wipe,1.0
4687,beginning,3.0
4688,times,1.0
4689,honks,1.0
4690,sunset,2.0
4691,fifty,2.0
4692,honoring,3.0
4693,cones,1.0
4694,tequila,3.0
4695,pallets,2.0
4696,forms,1.0
4697,burns,1.0
4698,rest,1.0
4699,pond,1.0
4700,monsoon,2.0
4701,gloom,1.0
4702,afterward,3.0
4703,moonshine,2.0
4704,raising,2.0
4705,wild,1.0
4706,Advent,2.0
4707,As,1.0
4708,mold,1.0
4709,midnight,2.0
4710,least,1.0
4711,poems,2.0
4712,freeze,1.0
4713,wanders,2.0
4714,profound,2.0
4715,shifting,2.0
4716,lapping,2.0
4717,behaving,3.0
4718,skyscraper,3.0
4719,wandering,3.0
4720,cobra,2.0
4721,lobster,2.0
4722,Pond,1.0
4723,rainbow,2.0
4724,oblivious,4.0
4725,carrots,2.0
4726,imam,2.0
4727,sweetness,2.0
4728,blackthorn,2.0
4729,results,2.0
4730,chalk,1.0
4731,prints,1.0
4732,gin,1.0
4733,gap,1.0
4734,last,1.0
4735,wearing,2.0
4736,pie,1.0
4737,small,1.0
4738,intrude,2.0
4739,Mare,1.0
4740,supporting,3.0
4741,sighting,2.0
4742,report,2.0
4743,shadowed,2.0
4744,local,2.0
4745,June,1.0
4746,flowered,2.0
4747,funeral,3.0
4748,planted,2.0
4749,vine,1.0
4750,closing,2.0
4751,rumbles,2.0
4752,July's,2.0
4753,allotment,3.0
4754,facade,2.0
4755,million,2.0
4756,fracture,2.0
4757,sit,1.0
4758,watchman,2.0
4759,profits,2.0
4760,wane,1.0
4761,rinse,1.0
4762,beach,1.0
4763,drinkers,2.0
4764,peas,1.0
4765,smell,1.0
4766,sudden,2.0
4767,firemen,2.0
4768,sawn,1.0
4769,melting,2.0
4770,fountain,2.0
4771,dream,1.0
4772,panels,2.0
4773,candlelight,3.0
4774,Buddha,2.0
4775,cars,1.0
4776,dishes,2.0
4777,moldy,2.0
4778,reckless,2.0
4779,tree,1.0
4780,algebra,3.0
4781,haircut,2.0
4782,yesterday's,3.0
4783,Coltrane,2.0
4784,somehow,2.0
4785,tiles,1.0
4786,we,1.0
4787,striped,1.0
4788,foreclosure,3.0
4789,circular,3.0
4790,seconds,2.0
4791,mirror,2.0
4792,petal,2.0
4793,pain,1.0
4794,bill,1.0
4795,bones,1.0
4796,floors,1.0
4797,Finland,2.0
4798,silenced,2.0
4799,dental,2.0
4800,dollar,2.0
4801,song,1.0
4802,snacking,2.0
4803,staccato,3.0
4804,mug,1.0
4805,bleating,2.0
4806,vanish,2.0
4807,burrowing,3.0
4808,wobbles,2.0
4809,heat,1.0
4810,removing,3.0
4811,pot,1.0
4812,flaps,1.0
4813,pulp,1.0
4814,Handel's,
4815,go,1.0
4816,waxwings,2.0
4817,pale,1.0
4818,freight,1.0
4819,send,1.0
4820,stage,1.0
4821,attitude,3.0
4822,critiques,2.0
4823,younger,2.0
4824,swings,1.0
4825,swallowing,3.0
4826,championship,4.0
4827,stranger's,2.0
4828,pumpkins,2.0
4829,husband's,2.0
4830,Oregon,3.0
4831,murmurs,2.0
4832,neighborhoods,3.0
4833,meds,1.0
4834,Hurricane,3.0
4835,cashpoint,2.0
4836,Twilight,2.0
4837,creek,1.0
4838,mass,1.0
4839,parts,1.0
4840,nail,1.0
4841,cover,2.0
4842,blossoms,2.0
4843,feel,1.0
4844,hammocks,2.0
4845,dinosaur,3.0
4846,knee,1.0
4847,reserves,2.0
4848,smokers,2.0
4849,mango,2.0
4850,glaucoma,3.0
4851,message,2.0
4852,radio,3.0
4853,billows,2.0
4854,name,1.0
4855,flash,1.0
4856,middle,2.0
4857,marble,2.0
4858,rod,1.0
4859,foggy,2.0
4860,describes,2.0
4861,heighten,2.0
4862,bicycle,3.0
4863,rain,1.0
4864,surrounds,2.0
4865,dial,2.0
4866,adobe,3.0
4867,cadence,2.0
4868,headache,2.0
4869,overflows,3.0
4870,creep,1.0
4871,river's,2.0
4872,cast,1.0
4873,bounces,2.0
4874,dahlias,3.0
4875,heartland,2.0
4876,monk's,1.0
4877,hips,1.0
4878,arguing,3.0
4879,soil,1.0
4880,moan,1.0
4881,study,2.0
4882,Chinese,2.0
4883,sharing,2.0
4884,witch,1.0
4885,laying,2.0
4886,pot,1.0
4887,plant,1.0
4888,HD,2.0
4889,asphalt,2.0
4890,tram,1.0
4891,Tokyoites,3.0
4892,patiently,3.0
4893,credit,2.0
4894,mosquito,3.0
4895,dull,1.0
4896,easy,2.0
4897,captive,2.0
4898,gather,2.0
4899,came,1.0
4900,blurred,1.0
4901,hillside,2.0
4902,cropping,2.0
4903,dusk,1.0
4904,mushrooms,2.0
4905,daily,2.0
4906,Cola,2.0
4907,hip,1.0
4908,obituary,5.0
4909,insomnia,4.0
4910,swept,1.0
4911,clarity,3.0
4912,Herding,2.0
4913,oh,1.0
4914,spirits,2.0
4915,vernal,2.0
4916,arrival,3.0
4917,listen,2.0
4918,stems,1.0
4919,let's,1.0
4920,shinning,2.0
4921,asters,2.0
4922,speed,1.0
4923,subway,2.0
4924,early,2.0
4925,learned,1.0
4926,mallard,2.0
4927,women,2.0
4928,snowball,2.0
4929,hisses,2.0
4930,cicadas,3.0
4931,me,1.0
4932,threatening,3.0
4933,tagged,1.0
4934,disappointments,4.0
4935,warms,1.0
4936,unemployed,3.0
4937,iPod,2.0
4938,umbrella,3.0
4939,sweeper,2.0
4940,heat,1.0
4941,cling,1.0
4942,Morse,1.0
4943,hops,1.0
4944,organize,3.0
4945,class,1.0
4946,grin,1.0
4947,vigil,2.0
4948,work,1.0
4949,beak,1.0
4950,noises,2.0
4951,white,1.0
4952,Mass,1.0
4953,anyone,3.0
4954,afternoon,3.0
4955,unfinished,3.0
4956,unpack,2.0
4957,price,1.0
4958,coloured,2.0
4959,commute,2.0
4960,ramp,1.0
4961,dig,1.0
4962,shadow,2.0
4963,Melanoma,4.0
4964,voice,1.0
4965,claps,1.0
4966,terrorists,3.0
4967,second,2.0
4968,sleeper,2.0
4969,constancy,3.0
4970,Thai,1.0
4971,drummers,2.0
4972,urge,1.0
4973,reason,2.0
4974,accordion,4.0
4975,mother's,2.0
4976,shortcut,2.0
4977,Last,1.0
4978,five,1.0
4979,Gandhi's,
4980,scenting,2.0
4981,church,1.0
4982,sky,1.0
4983,headlights,2.0
4984,stranger,2.0
4985,week's,1.0
4986,cemetery,4.0
4987,coats,1.0
4988,midnight's,
4989,number,2.0
4990,neckline,2.0
4991,hunt,1.0
4992,aleppo,3.0
4993,stationary,4.0
4994,april,2.0
4995,seventeen,3.0
4996,Occupy,3.0
4997,debt,1.0
4998,rooftop,2.0
4999,stocking,2.0
5000,diamond,2.0
5001,freezes,2.0
5002,paw,1.0
5003,hailstones,2.0
5004,frying,2.0
5005,marmalade,3.0
5006,quest,1.0
5007,gogh's,
5008,glint,1.0
5009,adjust,2.0
5010,homebound,2.0
5011,upstairs,2.0
5012,borrow,2.0
5013,flurry,2.0
5014,bury,2.0
5015,pushes,2.0
5016,touches,2.0
5017,ferocious,3.0
5018,tilt,1.0
5019,night,1.0
5020,painting,2.0
5021,commuter,3.0
5022,kiss,1.0
5023,snail,1.0
5024,alarm,2.0
5025,stars,1.0
5026,mind,1.0
5027,appears,2.0
5028,saucy,2.0
5029,path,1.0
5030,cellphone,2.0
5031,sky,1.0
5032,blizzards,2.0
5033,smog,1.0
5034,crowd,1.0
5035,clock's,
5036,orthopaedic,4.0
5037,cyst,1.0
5038,picnic,2.0
5039,Corn,1.0
5040,moaning,2.0
5041,flannel,2.0
5042,searching,2.0
5043,retirement,3.0
5044,tide,1.0
5045,rate,1.0
5046,railroad,2.0
5047,oily,2.0
5048,alone,2.0
5049,bookshelf,2.0
5050,willows,2.0
5051,festive,2.0
5052,rotten,2.0
5053,baghdad,2.0
5054,birthdate,
5055,players,2.0
5056,notes,1.0
5057,outside,2.0
5058,sometimes,2.0
5059,roads,1.0
5060,breach,1.0
5061,morning,2.0
5062,dragged,1.0
5063,underthings,3.0
5064,honest,2.0
5065,honeybee,3.0
5066,feast,1.0
5067,breaths,1.0
5068,stifling,2.0
5069,temple's,1.0
5070,writer's,2.0
5071,scythe,1.0
5072,eight,1.0
5073,splash,1.0
5074,starts,1.0
5075,blackberry,3.0
5076,slug's,
5077,sac,1.0
5078,walnut,2.0
5079,endless,2.0
5080,tickled,2.0
5081,crests,1.0
5082,wallpaper,3.0
5083,hoofs,1.0
5084,undercurrent,4.0
5085,sons,1.0
5086,aquarium,4.0
5087,covers,2.0
5088,cigar,2.0
5089,eyes,1.0
5090,occupying,4.0
5091,woodpecker,3.0
5092,Natural,3.0
5093,feasting,2.0
5094,shark,1.0
5095,snail's,1.0
5096,crickets',
5097,greenhouse,2.0
5098,fascination,4.0
5099,mush,1.0
5100,customers,3.0
5101,puddled,2.0
5102,too,1.0
5103,Christmas,2.0
5104,spot,1.0
5105,mirror,2.0
5106,flour,1.0
5107,coffee,2.0
5108,ducks,1.0
5109,window,2.0
5110,buys,1.0
5111,saddle,2.0
5112,adrift,2.0
5113,Shivering,3.0
5114,i'll,1.0
5115,photoshopping,
5116,hearing,2.0
5117,strong,1.0
5118,murdered,2.0
5119,I'll,1.0
5120,computer,3.0
5121,secure,2.0
5122,Times,1.0
5123,park,1.0
5124,decrepit,3.0
5125,Veteran's,3.0
5126,fleas,1.0
5127,dictator,3.0
5128,spangle,2.0
5129,status,2.0
5130,alley,2.0
5131,fur,1.0
5132,bluebird's,2.0
5133,monsoon,2.0
5134,dictionary,4.0
5135,tamarind,3.0
5136,clacking,2.0
5137,Zoo,1.0
5138,moves,1.0
5139,joins,1.0
5140,automobiles,4.0
5141,fence,1.0
5142,started,2.0
5143,trapped,1.0
5144,Buddha's,
5145,huge,1.0
5146,everyone,3.0
5147,glowing,2.0
5148,tailed,1.0
5149,keyboard,2.0
5150,underwear,3.0
5151,birthday,2.0
5152,ready,2.0
5153,comings,2.0
5154,furnace,2.0
5155,becoming,3.0
5156,kiloton,3.0
5157,neither,2.0
5158,devils,2.0
5159,layers,2.0
5160,grilled,1.0
5161,sweeping,2.0
5162,coincidences,5.0
5163,temple,2.0
5164,sunday's,2.0
5165,strikes,1.0
5166,melons,2.0
5167,under,2.0
5168,candies,2.0
5169,koi,1.0
5170,breastcancer,
5171,hugs,1.0
5172,seed,1.0
5173,mind,1.0
5174,living,2.0
5175,eyeglasses,3.0
5176,cologne,2.0
5177,face,1.0
5178,crowds,1.0
5179,away,2.0
5180,disregard,3.0
5181,turning,2.0
5182,writing,2.0
5183,feeding,2.0
5184,summer,2.0
5185,singer's,2.0
5186,His,1.0
5187,hearts,1.0
5188,polished,2.0
5189,I,1.0
5190,individual,5.0
5191,Day,1.0
5192,view,1.0
5193,bag,1.0
5194,netted,2.0
5195,om,1.0
5196,dove's,1.0
5197,winding,2.0
5198,wheelchair,2.0
5199,seen,1.0
5200,village,2.0
5201,interest,3.0
5202,elevator,4.0
5203,batteries,3.0
5204,grill,1.0
5205,gull's,
5206,changed,1.0
5207,brilliant,2.0
5208,station,2.0
5209,rats,1.0
5210,fashion,2.0
5211,watercolors,4.0
5212,Summer,2.0
5213,brightening,3.0
5214,scattered,2.0
5215,cool,1.0
5216,older,2.0
5217,early,2.0
5218,she's,1.0
5219,goes,1.0
5220,thousand,2.0
5221,echo,2.0
5222,Santa,2.0
5223,tip,1.0
5224,somber,2.0
5225,ethnic,2.0
5226,Reading,2.0
5227,mason,2.0
5228,slows,1.0
5229,immunity,4.0
5230,Daylight,2.0
5231,inviting,3.0
5232,rouging,2.0
5233,baby,2.0
5234,ebb,1.0
5235,tattooed,2.0
5236,fainter,2.0
5237,wool,1.0
5238,deeper,2.0
5239,longer,2.0
5240,tongue,1.0
5241,celandine,3.0
5242,notebook,2.0
5243,remembering,4.0
5244,St,1.0
5245,while,1.0
5246,grave,1.0
5247,found,1.0
5248,manners,2.0
5249,condos,2.0
5250,thud,1.0
5251,ward,1.0
5252,taxi,2.0
5253,whiter,2.0
5254,the,1.0
5255,pin,1.0
5256,flags,1.0
5257,stone's,1.0
5258,peppers,2.0
5259,balls,1.0
5260,Beach,1.0
5261,resetting,3.0
5262,doorman,2.0
5263,circus,2.0
5264,sweating,2.0
5265,gallon,2.0
5266,harvester,3.0
5267,hit,1.0
5268,tulips,2.0
5269,stalks,1.0
5270,really,3.0
5271,alabaster,4.0
5272,deal,1.0
5273,South,1.0
5274,mosque,1.0
5275,littered,2.0
5276,thanks,1.0
5277,arrive,2.0
5278,jobs,1.0
5279,margarita,4.0
5280,suddenly,3.0
5281,biopsy,3.0
5282,IN,1.0
5283,mud,1.0
5284,After,2.0
5285,Southend,
5286,fried,1.0
5287,public,2.0
5288,WE,1.0
5289,crescent,2.0
5290,narrows,2.0
5291,changes,2.0
5292,some,1.0
5293,blackbirds,2.0
5294,farmer's,2.0
5295,tragedy,3.0
5296,awning,2.0
5297,month,1.0
5298,be,1.0
5299,Fly,1.0
5300,flow,1.0
5301,overcast,3.0
5302,skirt,1.0
5303,coughs,1.0
5304,walkers,2.0
5305,playing,2.0
5306,shrimping,2.0
5307,suntan,2.0
5308,villa,2.0
5309,flies,1.0
5310,apples,2.0
5311,pasta,2.0
5312,horizon,3.0
5313,soul,1.0
5314,thoughts,1.0
5315,illegal,3.0
5316,earths,1.0
5317,afraid,2.0
5318,gull,1.0
5319,car's,1.0
5320,Parkinsonism,4.0
5321,stadium,3.0
5322,vanishing,3.0
5323,bags,1.0
5324,grasshopper,3.0
5325,hibiscus,3.0
5326,nursery,3.0
5327,mint,1.0
5328,drifting,2.0
5329,divides,2.0
5330,me,1.0
5331,dying,2.0
5332,kissed,1.0
5333,tones,1.0
5334,emptiness,3.0
5335,still,1.0
5336,toes,1.0
5337,frogs,1.0
5338,ring,1.0
5339,comrade,2.0
5340,our,1.0
5341,cricket's,2.0
5342,matching,2.0
5343,Moslems,2.0
5344,bale,1.0
5345,sharpness,2.0
5346,cards,1.0
5347,New,1.0
5348,roses,2.0
5349,spins,1.0
5350,tear,1.0
5351,summers,2.0
5352,Rainy,2.0
